,_id,Roll No,Name,Marks (%),Attendance (%),Section,Year,Phone Number
93,68048804886da3348ebe39ff,1094,Kabir Tiwari,70.15726740482947,81.05387868040509,D,1,6821420197
94,68048804886da3348ebe3a00,1095,Shanaya Chauhan,59.2,87.3,D,1,9682123861
95,68048804886da3348ebe3a01,1096,Pihu Pandey,52.0,95.4,D,1,6222607095
96,68048804886da3348ebe3a02,1097,Amit Reddy,56.7606794895351,67.56523231819821,D,1,7830620953
97,68048804886da3348ebe3a03,1098,Yash Bose,69.37610016041093,79.42174143572201,D,1,7874526361
98,68048804886da3348ebe3a04,1099,Krishna Rathore,50.0,96.1,D,1,8456442611
99,68048804886da3348ebe3a05,1100,Navya Ghosh,40.2,68.7,D,1,7072438648
100,68048804886da3348ebe3a06,1101,Pooja Shah,70.6,77.1,D,1,8528291970
101,68048804886da3348ebe3a07,1102,Aradhya Patel,72.47371240668515,56.69738068644204,D,1,6621390760
102,68048804886da3348ebe3a08,1103,Pari Naidu,70.02895912146863,63.042523297560464,D,1,9528597076
103,68048804886da3348ebe3a09,1104,Kiara Bhatia,59.3,98.0,D,1,7802290591
104,68048804886da3348ebe3a0a,1105,Kiara Sharma,87.9,72.9,D,1,8837008223
105,68048804886da3348ebe3a0b,1106,Anvi Sen,51.9,73.7,D,1,7133400534
106,68048804886da3348ebe3a0c,1107,Aarav Khan,77.55039431291829,70.60461663470547,D,1,6889216647
107,68048804886da3348ebe3a0d,1108,Krishna Nair,59.4,93.7,D,1,9135122478
108,68048804886da3348ebe3a0e,1109,Ishani Patel,42.42741694195998,72.9314537280185,D,1,8890181864
109,68048804886da3348ebe3a0f,1110,Aryan Malhotra,100.0,78.79697946597973,D,1,9610116295
110,68048804886da3348ebe3a10,1111,Advika Pandey,72.27877416080626,76.75388852805189,D,1,9732323632
111,68048804886da3348ebe3a11,1112,Pari Menon,90.05199309747617,76.74567161642366,D,1,6694258506
112,68048804886da3348ebe3a12,1113,Amaira Mehta,84.86577660509303,54.14029988248387,D,1,8577462228
113,68048804886da3348ebe3a13,1114,Vikram Verma,54.5,74.2,D,1,9369861697
114,68048804886da3348ebe3a14,1115,Vihaan Chauhan,98.20230655731386,56.653784993415435,D,1,7619253268
115,68048804886da3348ebe3a15,1116,Ananya Khan,74.2,66.1,D,1,9128757164
116,68048804886da3348ebe3a16,1117,Vihaan Patel,52.7,66.9,D,1,7981692284
117,68048804886da3348ebe3a17,1118,Anika Verma,100.0,92.69114731731058,D,1,7298494295
118,68048804886da3348ebe3a18,1119,Sneha Agarwal,42.724268626391186,100.0,D,1,9489544560
119,68048804886da3348ebe3a19,1120,Navya Chopra,66.38243745117376,68.96393385641122,D,1,6013909509
120,68048804886da3348ebe3a1a,1121,Aarav Iyer,74.7,89.7,D,1,8635643858
121,68048804886da3348ebe3a1b,1122,Saanvi Bhatia,81.75319267046368,76.7255919863361,D,1,7059696465
122,68048804886da3348ebe3a1c,1123,Pihu Bose,100.0,78.4151908907609,D,1,8720507156
123,68048804886da3348ebe3a1d,1124,Priya Chauhan,76.35370334821728,100.0,D,1,7265140523
124,68048804886da3348ebe3a1e,1125,Pari Sen,93.1,82.0,D,1,9304660816
125,68048804886da3348ebe3a1f,2001,Aryan Bose,97.99411944029805,78.37069851434168,A,2,7367800812
126,68048804886da3348ebe3a20,2002,Pihu Kumar,55.27364350940857,84.39581342484266,A,2,8434181236
127,68048804886da3348ebe3a21,2003,Ishaan Das,68.2,82.1,A,2,7620005332
128,68048804886da3348ebe3a22,2004,Dev Mehta,95.40562182105843,80.53758519878545,A,2,9649731390
129,68048804886da3348ebe3a23,2005,Advika Agarwal,55.344057485847735,82.98678558580427,A,2,8478693796
130,68048804886da3348ebe3a24,2006,Sneha Tiwari,95.13341959474249,69.74501882109962,A,2,7164631899
131,68048804886da3348ebe3a25,2007,Atharv Verma,76.28249652218095,92.69344475497768,A,2,8931033476
132,68048804886da3348ebe3a26,2008,Krishna Pandey,47.19317505071112,75.97321108861333,A,2,9755822984
133,68048804886da3348ebe3a27,2009,Rahul Sharma,43.4,80.1,A,2,6473462260
134,68048804886da3348ebe3a28,2010,Aradhya Bhatia,69.4,78.8,A,2,9996517820
135,68048804886da3348ebe3a29,2011,Rahul Patel,80.6962714729654,83.48929971608678,A,2,6382122570
136,68048804886da3348ebe3a2a,2012,Dhruv Pandey,94.48945462216439,87.62514610280947,A,2,9019338118
137,68048804886da3348ebe3a2b,2013,Advik Joshi,90.05264692262452,85.20061876691443,A,2,9607451846
138,68048804886da3348ebe3a2c,2014,Sneha Joshi,66.072720129911,73.76465222590542,A,2,8160302399
139,68048804886da3348ebe3a2d,2015,Sai Verma,57.3,70.7,A,2,9049012563
140,68048804886da3348ebe3a2e,2016,Neil Chopra,100.0,100.0,A,2,8995202049
141,68048804886da3348ebe3a2f,2017,Aditya Chopra,73.69402776708839,70.2005044700073,A,2,6541493308
142,68048804886da3348ebe3a30,2018,Mohammad Iyer,79.6,78.0,A,2,8597896832
143,68048804886da3348ebe3a31,2019,Vihaan Roy,100.0,100.0,A,2,8064209951
144,68048804886da3348ebe3a32,2020,Pooja Rathore,97.6,80.9,A,2,6646394969
145,68048804886da3348ebe3a33,2021,Saanvi Bose,42.327169735247416,82.22047978306453,A,2,7357726942
146,68048804886da3348ebe3a34,2022,Kiara Kumar,49.3739911172938,77.9365840602631,A,2,8299342039
147,68048804886da3348ebe3a35,2023,Atharv Ghosh,94.6,69.8,A,2,6191693422
148,68048804886da3348ebe3a36,2024,Riya Dubey,68.4,65.4,A,2,6131616688
149,68048804886da3348ebe3a37,2025,Reyansh Kumar,45.1,92.3,A,2,8898390474
150,68048804886da3348ebe3a38,2026,Atharv Ghosh,98.6,80.3,A,2,6760844445
151,68048804886da3348ebe3a39,2027,Advik Iyer,98.50313844847003,100.0,A,2,9764791025
152,68048804886da3348ebe3a3a,2028,Shaurya Naidu,48.4752879631746,86.5970002550645,A,2,8480016035
153,68048804886da3348ebe3a3b,2029,Aditya Shah,81.49503007681625,100.0,A,2,9737129061
154,68048804886da3348ebe3a3c,2030,Gauri Sharma,54.3497111961605,62.845697577076045,A,2,6875376566
155,68048804886da3348ebe3a3d,2031,Pooja Verma,83.2846869553,100.0,A,2,8913915720
156,68048804886da3348ebe3a3e,2032,Vikram Iyer,75.2433734158664,76.63719719758527,B,2,7056099349
157,68048804886da3348ebe3a3f,2033,Reyansh Patel,100.0,91.93386640132908,B,2,6592402549
158,68048804886da3348ebe3a40,2034,Avika Shah,79.0,84.9,B,2,7808810855
159,68048804886da3348ebe3a41,2035,Shaurya Sen,45.028606298523755,74.19914055816015,B,2,6481517759
160,68048804886da3348ebe3a42,2036,Sai Mishra,80.08140301096283,100.0,B,2,9713927276
161,68048804886da3348ebe3a43,2037,Aryan Shah,46.965873002963875,75.32109690976351,B,2,9274109556
162,68048804886da3348ebe3a44,2038,Navya Kumar,98.01494917260683,79.3254458001753,B,2,8730850194
163,68048804886da3348ebe3a45,2039,Anvi Joshi,71.8,79.0,B,2,9901301050
164,68048804886da3348ebe3a46,2040,Pari Sharma,45.01357469787644,47.35776547717614,B,2,6970640064
165,68048804886da3348ebe3a47,2041,Avni Reddy,76.68345527483359,100.0,B,2,8945054360
166,68048804886da3348ebe3a48,2042,Neil Menon,60.67640416667082,87.18132993584648,B,2,9081864614
167,68048804886da3348ebe3a49,2043,Advika Yadav,71.4,65.3,B,2,7503238494
168,68048804886da3348ebe3a4a,2044,Vivaan Rathore,49.8,70.4,B,2,8989152533
169,68048804886da3348ebe3a4b,2045,Anvi Das,34.033619658142484,53.28285130754804,B,2,8030457981
170,68048804886da3348ebe3a4c,2046,Ananya Reddy,63.36478007535476,84.08044303442303,B,2,7811962394
171,68048804886da3348ebe3a4d,2047,Aisha Yadav,69.5,66.8,B,2,6487908071
172,68048804886da3348ebe3a4e,2048,Diya Chopra,74.36763300683889,55.14971867292174,B,2,8442647526
173,68048804886da3348ebe3a4f,2049,Atharv Khan,78.40918457502133,55.97348041669109,B,2,8831385420
174,68048804886da3348ebe3a50,2050,Priya Bhatia,41.647934373187624,80.54781160629994,B,2,9853545985
175,68048804886da3348ebe3a51,2051,Riya Singh,49.4,80.0,B,2,8176510978
176,68048804886da3348ebe3a52,2052,Mishka Jain,38.000791309925994,74.11820686517015,B,2,6269442087
177,68048804886da3348ebe3a53,2053,Pooja Mishra,82.96994661910432,70.56171976502009,B,2,8322379309
178,68048804886da3348ebe3a54,2054,Rahul Menon,100.0,96.1940468008641,B,2,8396007021
179,68048804886da3348ebe3a55,2055,Reyansh Tiwari,58.146272190371825,95.11474672881384,B,2,6203189175
180,68048804886da3348ebe3a56,2056,Pari Chauhan,80.42818000780419,49.96918224992856,B,2,8465406009
181,68048804886da3348ebe3a57,2057,Anika Dubey,49.42229723907549,73.5895669211028,B,2,6905833569
182,68048804886da3348ebe3a58,2058,Diya Mishra,59.26659286736184,72.40972243692583,B,2,8143680663
183,68048804886da3348ebe3a59,2059,Rudra Bhatia,57.8,72.8,B,2,8458223356
184,68048804886da3348ebe3a5a,2060,Pari Nair,93.76581647829897,79.87057877474817,B,2,7474481697
185,68048804886da3348ebe3a5b,2061,Vivaan Jain,77.98888512260832,59.953649613780065,B,2,8290031729
186,68048804886da3348ebe3a5c,2062,Ishani Chauhan,28.133163563821668,48.87523060757442,B,2,6430873815
187,68048804886da3348ebe3a5d,2063,Riya Kapoor,85.8,71.9,C,2,9048611263
188,68048804886da3348ebe3a5e,2064,Sneha Yadav,76.57146350070326,86.02966262708769,C,2,8145084577
189,68048804886da3348ebe3a5f,2065,Dev Gupta,76.2,77.7,C,2,9264166838
190,68048804886da3348ebe3a60,2066,Arjun Khan,78.23753071799045,68.0086295036745,C,2,9675741279
191,68048804886da3348ebe3a61,2067,Aradhya Reddy,57.54691397897069,64.0535951064102,C,2,8358067928
192,68048804886da3348ebe3a62,2068,Rahul Sen,66.9,67.3,C,2,7757827288
193,68048804886da3348ebe3a63,2069,Arjun Kumar,80.1,69.5,C,2,7905509910
194,68048804886da3348ebe3a64,2070,Amaira Iyer,70.04717339978492,82.66861399247591,C,2,8304637638
195,68048804886da3348ebe3a65,2071,Vikram Rathore,82.3,81.6,C,2,7801078430
196,68048804886da3348ebe3a66,2072,Sarah Kumar,40.1,73.1,C,2,8083010909
197,68048804886da3348ebe3a67,2073,Ananya Kapoor,90.5,79.1,C,2,9947222557
198,68048804886da3348ebe3a68,2074,Myra Kumar,48.6,61.3,C,2,8064607077
199,68048804886da3348ebe3a69,2075,Neil Joshi,80.0,95.5,C,2,7804165282
200,68048804886da3348ebe3a6a,2076,Aisha Kumar,82.44829567191303,90.22605164858152,C,2,9685906048
201,68048804886da3348ebe3a6b,2077,Diya Yadav,58.0918374550926,51.37883056686708,C,2,8965365391
202,68048804886da3348ebe3a6c,2078,Avni Rathore,38.529913979534335,82.44845482159347,C,2,9670028983
203,68048804886da3348ebe3a6d,2079,Vihaan Joshi,98.4,83.4,C,2,9774950480
204,68048804886da3348ebe3a6e,2080,Vihaan Shah,90.44375347207391,66.13334405397201,C,2,9587505841
205,68048804886da3348ebe3a6f,2081,Navya Chopra,58.3,89.2,C,2,7027662575
206,68048804886da3348ebe3a70,2082,Ishani Naidu,44.6,74.9,C,2,6985408450
207,68048804886da3348ebe3a71,2083,Myra Das,50.95277164385966,84.78541644567444,C,2,6728551669
208,68048804886da3348ebe3a72,2084,Mishka Verma,76.1,60.2,C,2,7922056677
209,68048804886da3348ebe3a73,2085,Neil Khan,79.6,73.9,C,2,7950248944
210,68048804886da3348ebe3a74,2086,Rahul Tiwari,66.4,95.4,C,2,7347047448
211,68048804886da3348ebe3a75,2087,Pihu Chauhan,69.97529387018051,75.7077363303468,C,2,7282374390
212,68048804886da3348ebe3a76,2088,Dhruv Chopra,52.39910882846804,63.76478778523956,C,2,8284483279
213,68048804886da3348ebe3a77,2089,Saanvi Das,37.33585254862942,57.8559313619368,C,2,7426703779
214,68048804886da3348ebe3a78,2090,Anvi Yadav,50.113687047498225,84.66118415345645,C,2,8768758626
215,68048804886da3348ebe3a79,2091,Pari Ghosh,83.1,69.3,C,2,6788488499
216,68048804886da3348ebe3a7a,2092,Neil Sen,100.0,100.0,C,2,7260756662
217,68048804886da3348ebe3a7b,2093,Arjun Pandey,100.0,89.64861258751306,C,2,9793111845
218,68048804886da3348ebe3a7c,2094,Amaira Joshi,79.0,79.0,D,2,9337209725
219,68048804886da3348ebe3a7d,2095,Advika Verma,68.1,95.3,D,2,8293600259
220,68048804886da3348ebe3a7e,2096,Amaira Mishra,65.56404922022924,62.86350966576158,D,2,9992790788
221,68048804886da3348ebe3a7f,2097,Anvi Verma,70.0,88.4,D,2,7831594532
222,68048804886da3348ebe3a80,2098,Rohan Roy,94.41818966745407,100.0,D,2,7791538396
223,68048804886da3348ebe3a81,2099,Dhruv Nair,70.79685112129715,68.06916008828112,D,2,6989548972
224,68048804886da3348ebe3a82,2100,Aarav Shah,86.4438603031731,100.0,D,2,7626749859
225,68048804886da3348ebe3a83,2101,Aisha Mehta,39.048908897565596,72.41795591517065,D,2,7679328192
226,68048804886da3348ebe3a84,2102,Yash Gupta,83.8669141561819,91.96750625171768,D,2,7627063989
227,68048804886da3348ebe3a85,2103,Aarav Jain,43.44997112276143,58.708134961138875,D,2,8158368136
228,68048804886da3348ebe3a86,2104,Vivaan Iyer,87.65146273357654,77.01843537196756,D,2,6511432490
229,68048804886da3348ebe3a87,2105,Kiara Reddy,76.67591930814932,69.64256287240873,D,2,7229775411
230,68048804886da3348ebe3a88,2106,Rohan Singh,59.82179515170245,54.45579230876709,D,2,8118364475
231,68048804886da3348ebe3a89,2107,Mishka Yadav,73.85924393748468,91.20293652056831,D,2,7944619411
232,68048804886da3348ebe3a8a,2108,Rohan Chauhan,51.92301922413603,74.52655220724321,D,2,8182975226
233,68048804886da3348ebe3a8b,2109,Diya Sharma,72.4,95.6,D,2,8517543149
234,68048804886da3348ebe3a8c,2110,Aisha Sharma,76.9,72.2,D,2,8018578654
235,68048804886da3348ebe3a8d,2111,Rahul Khan,52.46182598920785,83.26394235478433,D,2,6822860014
236,68048804886da3348ebe3a8e,2112,Riya Tiwari,56.6,64.7,D,2,9822980787
237,68048804886da3348ebe3a8f,2113,Amaira Reddy,66.1,76.3,D,2,6564678869
238,68048804886da3348ebe3a90,2114,Vikram Yadav,31.244262217042113,90.81582479860664,D,2,6459315381
239,68048804886da3348ebe3a91,2115,Advika Malhotra,57.059177455651174,68.86861958096125,D,2,7079254334
240,68048804886da3348ebe3a92,2116,Siya Kapoor,50.8,70.3,D,2,8612380719
241,68048804886da3348ebe3a93,2117,Shanaya Rathore,79.7,68.8,D,2,8307082521
242,68048804886da3348ebe3a94,2118,Kiara Joshi,70.7,82.4,D,2,9047550137
243,68048804886da3348ebe3a95,2119,Myra Sharma,77.12600880085364,72.93810084962293,D,2,6182842702
244,68048804886da3348ebe3a96,2120,Saanvi Mehta,54.49277963848152,81.33402887455041,D,2,8907500516
245,68048804886da3348ebe3a97,2121,Ayaan Mishra,77.1,76.5,D,2,6664936026
246,68048804886da3348ebe3a98,2122,Rahul Das,65.06637184024869,100.0,D,2,7136914541
247,68048804886da3348ebe3a99,2123,Krishna Patel,100.0,76.35191295306413,D,2,7460623633
248,68048804886da3348ebe3a9a,2124,Amaira Roy,38.03664407166305,67.00681212530012,D,2,9441888413
249,68048804886da3348ebe3a9b,2125,Reyansh Yadav,49.29981536553583,56.89116637394968,D,2,9203158743
250,68048804886da3348ebe3a9c,3001,Vihaan Joshi,94.1,95.9,A,3,9447037746
251,68048804886da3348ebe3a9d,3002,Pihu Nair,75.0,91.6,A,3,7582997151
252,68048804886da3348ebe3a9e,3003,Mishka Gupta,66.6,62.9,A,3,8330411048
253,68048804886da3348ebe3a9f,3004,Shaurya Shah,72.99466041748045,82.54782927695368,A,3,7496588880
254,68048804886da3348ebe3aa0,3005,Shanaya Reddy,33.370168821244064,75.85874774818184,A,3,7342828461
255,68048804886da3348ebe3aa1,3006,Pooja Yadav,83.653394282107,83.93697186457416,A,3,7015448335
256,68048804886da3348ebe3aa2,3007,Sarah Patel,88.29726052383133,58.6882687388336,A,3,6891540399
257,68048804886da3348ebe3aa3,3008,Dev Menon,47.77159611312814,60.63387049557037,A,3,9320625526
258,68048804886da3348ebe3aa4,3009,Dev Menon,74.78683145480313,61.70981894184157,A,3,7552830970
259,68048804886da3348ebe3aa5,3010,Saanvi Khan,70.47139388017867,69.73426896106083,A,3,7269131461
260,68048804886da3348ebe3aa6,3011,Aisha Mehta,65.38430428615223,73.48083227594991,A,3,8307915648
261,68048804886da3348ebe3aa7,3012,Neil Patel,53.45540450623953,88.25896545071194,A,3,9125312066
262,68048804886da3348ebe3aa8,3013,Sarah Naidu,40.9,61.9,A,3,8259082909
263,68048804886da3348ebe3aa9,3014,Navya Agarwal,84.1,69.0,A,3,9782972060
264,68048804886da3348ebe3aaa,3015,Rahul Agarwal,94.4,96.6,A,3,7760046992
265,68048804886da3348ebe3aab,3016,Kiara Bose,76.02003355403092,75.24823587699481,A,3,8377857513
266,68048804886da3348ebe3aac,3017,Mohammad Shah,77.2,84.6,A,3,8861194876
267,68048804886da3348ebe3aad,3018,Zara Dubey,42.1,83.9,A,3,9105935836
268,68048804886da3348ebe3aae,3019,Aryan Malhotra,48.9192028114317,82.04137021103807,A,3,6756758357
269,68048804886da3348ebe3aaf,3020,Dhruv Dubey,84.3,74.4,A,3,8499470889
270,68048804886da3348ebe3ab0,3021,Avika Joshi,57.6,96.1,A,3,6615029857
271,68048804886da3348ebe3ab1,3022,Amit Kapoor,73.4,99.7,A,3,9502137794
272,68048804886da3348ebe3ab2,3023,Ayaan Ghosh,72.83090106799504,64.20056803443387,A,3,7400139861
273,68048804886da3348ebe3ab3,3024,Krishna Menon,75.1677183379265,76.81089679590774,A,3,8764446297
274,68048804886da3348ebe3ab4,3025,Navya Mehta,60.01553083152817,100.0,A,3,8981921433
275,68048804886da3348ebe3ab5,3026,Vivaan Das,98.2,90.0,A,3,6425838543
276,68048804886da3348ebe3ab6,3027,Riya Khan,76.3,94.8,A,3,8232795010
277,68048804886da3348ebe3ab7,3028,Siya Dubey,88.7,64.7,A,3,7832420947
278,68048804886da3348ebe3ab8,3029,Aarav Jain,52.01979964002501,50.52736182867871,A,3,8696323179
279,68048804886da3348ebe3ab9,3030,Arjun Jain,27.382675472242095,77.28870919100197,A,3,7483132264
280,68048804886da3348ebe3aba,3031,Mohammad Malhotra,70.38182013265447,95.85440535383417,A,3,6784493353
281,68048804886da3348ebe3abb,3032,Ishaan Dubey,32.997704469679,67.65784416993897,B,3,9486890754
